session_id,session_title,session_description,session_type,start_datetime,end_datetime,duration_mins,duration_formatted,cost,prereg_link,skill_level,day,recorded,speakers,location,url,bio_html
1095,Google Sheets black belt: Apps script for data journalists,"Transform your reporting workflow by harnessing the power of Google Apps Script to automate your communications directly from Google Sheets. This session will show you how to effortlessly send personalized emails to hundreds of contacts at a time, schedule follow-ups and set up automatic alerts when your data changes—all from your spreadsheet. We'll also touch on other practical applications like collecting data from APIs and monitoring websites for real-time updates. Use ChatGPT to write your scripts, and learn some JavaScript along the way. Elevate your journalism by automating routine tasks, so you can focus on crafting compelling stories.
This session is good for people who have a firm grasp of spreadsheets and are ready to take those skills to the next level. Some experience programming in any language will be helpful, but is not required. Attendees will need to bring their own laptop (no tablets) and a Google account for the training.",Hands-on,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,Intermediate,Friday,No,"Crystal Arroyo - The New York Times, Alex Lemonides - The New York Times, Jacob Meschke - The New York Times","Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1095,
1043,How to crowdsource data for your next big story,What do you do when you're reporting a story and need the public to give you information? You crowdsource! Come to this session to hear journalists talk about crowdsourcing projects they've worked on and discuss lessons and limitations for this data collection strategy.,Panel,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,,Friday,Yes,"Asia Fields - ProPublica, Jeremy Merrill - The Washington Post, Leon Yin - Bloomberg News","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1043,
1049,Public records for social justice: Uncovering inequity in your community through FOI,Have you ever wanted to report a story about mistreatment or discrimination but needed more concrete proof? Come to this session to learn how to probe public records for evidene that will help level up your social justice-focused reporting and hold people in power accoutnable for how they impact vulnerable communties.,Panel,2025-03-07T16:15:00Z,2025-03-07T17:15:00Z,60,1h,,,,Friday,No,"David Cuillier - Brechner FOI Project, Sydney Sims - Brechner FOI Project, Gunita Singh - Reporters Committee for Freedom of the Press","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1049,
2002,AI starter pack: Python,"Wondering how to leverage Python for common newsroom AI tasks? In this session, you'll code your way through an example project and get a crash course on the libraries, techniques and learning resources available for Python users who want to `pip install` their first AI project.

This session is good for people who feel comfortable writing Python. Laptops will be provided.",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,Brandon Roberts - ProPublica,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2002,
1192,Building the bridge to advanced data journalism,"Your students are comfortable with the fundamentals: they’re (mostly) fluent in numeracy, proficient with Google Sheets, can make publishable data visualizations and understand how to integrate data into their storytelling. Now it’s time to design an advanced class so that they can take the next logical step. But where should you concentrate your efforts to deepen their expertise? And how can you introduce challenging concepts—like coding, scraping and stats—without overwhelming them? Join some of the field’s top journalist-educators as they share practical strategies to make more advanced data skills accessible and meaningful over the course of a semester.",Panel,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,,Friday,Yes,"Liz Lucas - University of Missouri School of Journalism, Dhrumil Mehta - Columbia University, Alex Richards - Syracuse University, Derek Willis - University of Maryland","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1192,
2007,Custom dataviz with JavaScript 102,"Interested in building data visualizations for the web? This session will continue the exploration in the 101 session of various charts made with HTML, CSS, and JavaScript, helping you understand how various components combine to create a complete visualization displayed in your browser by coding.
This session is good for journalists with a bit of HTML and CSS experience, or participants who already attended ""Custom dataviz with JavaScript 101"". Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,"Matt Kiefer - Medill | Northwestern, Yoli Martinez - The Washington Post","Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2007,
1028,Data reporting for smaller newsrooms,Not available/NA/-999/404,Panel,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,,Friday,Yes,"Cody Lillich - KTVK/KPHO-TV, Kate Martin - APM Reports, Justin Myers - Chicago Public Media, Junyao Yang - Mission Local","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1028,
1086,Finding the story: Localizing gun violence reporting with The Gun Violence Data Hub,Not available/NA/-999/404,Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Beginner,Friday,No,George LeVines - The Trace,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1086,
1181,Introduction to network analysis and visualization,"Walking participants through the entire process of getting data, structuring it into a network of nodes and edges, creating a graph layout, and creating an interactive visualization.

Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate. Participants need to have Gephi (https://gephi.org/) downloaded to their machine prior to taking this class. This intermediate session is good for journalists with some knowledge of network analysis.",Hands-on,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,Intermediate,Friday,No,Tristan Lee - Bellingcat,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1181,
1128,Investigating who's behind that website,"Reporting online today, journalists must battle with astroturf campaigns, fake news sites and sketchy shell companies to find out who is behind the story. Usually it leads to a frustratingly common question: Who is behind this website?

Using a range of tools (free and otherwise), we walk you through how to investigate the provenance and ownership of websites: how can you identify the scope and scale of the network it belongs to — if any? Who’s behind the site, now and in the past? Who are the main actors promoting this website? Where else does this site crop up?

While it is not always possible to fully unmask the owner of a site, using a thorough checklist of tools and techniques that we have used in real-world investigations, we can help you make sure to reveal as much as possible about a website, and potentially uncover important clues.",Panel,2025-03-07T17:30:00Z,2025-03-07T18:30:00Z,60,1h,,,,Friday,Yes,"Pri Bengani - Bloomberg, Jon Keegan - Sherwood News","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1128,
1175,AI starter pack: JavaScript,"Wondering how to leverage JavaScript for common newsroom AI tasks? In this session, you'll code your way through an example project and get a crash course on the libraries, techniques and learning resources available for JavaScript users who want to `npm init` their first AI project.

This session is good for people who feel comfortable writing JavaScript. Laptops will be provided.",Hands-on,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Intermediate,Friday,No,Alex Garcia - Independent journalist,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1175,
1116,Do you really need a map? How to make the most of your data viz,This is a panel for folks interested in data viz but who don't have a design background. It can be tempting to throw data into a variety of forms that end up not making sense to the readers (and can sometimes amount to journalistic malpractice!). Panelists will go through their approach to simple data viz and feature some go-to tools.,Panel,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,,Friday,Yes,"Emily Hopkins - Mirror Indy, Emilia Ruzicka - University of Virginia, Jake Steinberg - Minnesota Star Tribune","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1116,
1054,Finding the story: Wildfire data,"Using data from the National Interagency Fire Center, we’ll demonstrate how to clean it using R and create a basic interactive map with MapLibre, an open-source mapping library. This session is good for journalists with basic knowledge of R and HTML/CSS/Javascript.
Laptops will be provided.",Hands-on,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,Intermediate,Friday,No,"Taylor Johnston - CBS News, Grace Manthey - CBS News & Stations","Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1054,
1014,Using data and docs to fact-check immigration rhetoric,"We often hear that undocumented people don't show up in many official data sources, but how can journalists looking to cover these improtant stories still equip themselves with important information that can level up thier reporting? Come to this session to find learn what data and docs exist to help you do important, thorough work that centers immigrants. 

This session is sponsored by Reporters Committee for Freedom of the Press. IRE retains control of content, including the topic and speaker selection, for all conference sessions.",Panel,2025-03-07T20:15:00Z,2025-03-07T21:15:00Z,60,1h,,,,Friday,Yes,"Renee Griffin - Reporters Committee for Freedom of the Press, Wendy Wei - Investigative Project on Race and Equity","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1014,
1145,AI starter pack: R,"Learn how to interact with AI via API using R for data journalism. In this hands on, we'll use R and Google Gemini's free tier to create short descriptions of data to be used in graphics. In short: AI-powered pop-up boxes. This session is good for beginner and intermediate journalists with some familiarity with R.
Laptops will be provided.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Intermediate,Friday,No,Matt Waite - University of Nebraska,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1145,
1036,Finding needles in haystacks with fuzzy matching,"Fuzzy matching is a process for linking up records that are similar but not quite the same. It is often an important part of data-driven investigations as a way to identify connections between public figures, key people and companies that are relevant to a story.

Max Harlow, who developed the CSV Match command line tool, will cover how fuzzy matching typically fits into the investigative process, with story examples, as well as show you how to perform different types of fuzzy match on some real datasets, including the pros and cons of each.
This session is good for: intermediate participants with some data experience. 

Laptops will be provided.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Intermediate,Friday,No,Max Harlow - Bloomberg News,"St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1036,
1105,Finding the story: Trade data,"USA Trade, part of the U.S. Census, is an incredible tool for data journalists across most beats, especially those relating to global economics, trade, tech, and foreign policy. Whether it’s a story on manufacturing or supply chains, or tariffs and their impact on certain goods and trade flows – USA Trade has very comprehensive, district-level data that can help frame larger trends and analysis. The website itself, however, is not the most intuitive to figure out. This session will demonstrate how to use USA Trade and discuss some ways to understand and use the data in your reporting. You will need to make a free account on https://usatrade.census.gov/ to follow along. This session is good for everyone, especially for those to whom U.S. import/export data would be useful. No data experience is necessary! Attendees will need to bring their own laptops (preferably no tablets) for the training.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Beginner,Friday,No,"Paroma Soni - Politico, Taylor Thomas - Politico","Birch Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1105,
1061,How to approach an investigative data question: How many rats are in the Rainforest Cafe?,"Join us on a wild safari as we transform the quirky question, ""How many rats are in the Rainforest Cafe?"" into an adventure in logical thinking and strategic planning for data-based investigative journalism. We will journey through a hypothetical investigation into cleanliness at the Rainforest Cafe, breaking down the steps needed to tackle reporting questions on deadline with documents and data and showing how to expand from a seemingly simple query to a broader, impactful investigation. This will be a lively, interactive panel, ideally suited to early career journalists, or anyone else seeking to get comfortable with the process of approaching a story from an investigative mindset. By the end of the session, participants will leave equipped to craft an investigative data story from scratch — even starting from the most unexpected or whimsical question.",Panel,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,,Friday,Yes,"Adiel Kaplan - Columbia Journalism School, Veronica Penney - Science, Emily Zentner - The California Newsroom","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1061,
1002,The 411 on 311: How to use calls-for-service data in your daily reporting,"311 data, or citizen complaint data, can help you feed the beast while feeding into investigations. In this session, we’ll do an example analysis using Python in a Google Co-Lab.

This session is good for: People comfortable with Python and Jupyter notebooks. Taking or having taken ""introduction to Python for data analysis"" or ""first Python notebook"" is strongly recommended.

Laptops will be provided. Participants will need to log in to a Google account for the class.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Intermediate,Friday,No,Janelle O'Dea - Illinois Answers Project,"Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1002,
1083,Unlocking interactive maps for newsrooms,"Newsrooms need interactive maps, but the flexibility, cost and longevity of third party APIs are common obstacles. This session walks through how to build your own in-house mapping stack using the Protomaps toolset. We'll cover data preparation with Minneapolis open data, generating PMTiles vector tile archives, acquiring OpenStreetMap basemaps, and styling with MapLibre in the browser. We'll also explain how to deploy this with only S3 object storage - no servers required - and compare trade-offs with other mapping solutions.

This sesion is good for: Those familiar with JavaScript, Python and front-end development. Laptops will be provided.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Intermediate,Friday,No,Brandon Liu - Protomaps,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1083,
1063,Using OCCRP's Aleph tool,"Kickstart your investigations with OCCRP Aleph, the leak taming, company registry matching and huge dataset wrangling tool that enables the Organized Crime Corruption Reporting Project (OCCRP) to launch multiple cross-border projects a year. Learn about how to conduct advanced searches, cross-reference data across multiple leaks, and create your own investigation workspace — including building network diagrams and timelines. Make use of the billions of records that OCCRP Aleph hosts for your next investigation.
This session is good for all levels.
Attendees will need to bring their own laptop (no tablets) for this session.",Hands-on,2025-03-07T21:30:00Z,2025-03-07T22:30:00Z,60,1h,,,Beginner,Friday,No,Eric Nicholas Barrett - OCCRP,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1063,
1171,Building your own Chatbot to find public records,"ChatGPT is a useful tool, if you use it correctly. But, what if you could build your own GPT? And what if you could limit it to search and learn from only the sources you direct it to? We'll demo how you can use your state's open record laws, retention policies, and state websites to search for important public records.",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Intermediate,Saturday,No,Charles Minshew - The Atlanta Journal-Constitution,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1171,
1047,Command-line data analysis with VisiData,"VisiData is a fast, powerful, keyboard-driven tool for quickly exploring datasets. It's often the first piece of software I use to examine new data. In this hands-on session, you'll learn VisiData's essentials commands — including how to sort, filter, summarize and aggregate.

This session is good for: People who have a basic familiarity with your computer's command line interface. No programming knowledge necessary, but some knowledge of Python is a plus.
Laptops will be provided.",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Intermediate,Saturday,No,Jeremy Singer-Vine - The New York Times,"Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1047,
1103,Debunking sports myths with data,"Defense is more important than offense. Golf tournaments are won on the green. Great players have the hot hand. To win, you must reduce turnovers. 

We'll learn how to debunk these and other common cliches with basic spreadsheet skills and a few easy-to-learn statistics.
This session is good for all levels. Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Beginner,Saturday,No,Norm Lewis - University of Florida,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1103,
1101,"Evolving threats to journalists' safety – digital, physical and legal","In recent years, journalists have been identified, harassed and threatened using information obtained using OSINT; accused of hacking or wiretapping for utilizing basic computer-assisted reporting techniques; and targeted with lawsuits, investigations and restraining orders by politicians aiming to halt or claw back investigative reporting. While a new administration will have taken office, these will remain threats to journalistic work. This session will focus on exposing the evolving threats to journalists' safety both on- and offline, and bring together journalists and attorneys who've experienced such threats to discuss ways to safeguard yourself, your work, your sources and your loved ones.",Panel,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,,Saturday,Yes,"Ben Camacho - The Southlander, Olivia Martin - Freedom of the Press Foundation, Stephanie Sugars - U.S. Press Freedom Tracker, Leita Walker - Ballard Spahr LLP","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1101,
1118,Finding narratives in a pile of documents,"This hands-on session will show how to dig through a large batch of files and find common themes and narratives. We will use R and the tidytext package to explore two-word pairs, sentiment analysis and then the quanteda package to examine keywords in context.
This session is good for journalists with some R experience. Laptops will be provided!",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Intermediate,Saturday,No,"Rob Wells - Philip Merrill College of Journalism, University of Maryland","Spring Park Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1118,
2009,Fun with shapes: Scripted mapping in R or Python *pre-registered attendees only,"Let's face it, QGIS is the Excel of geospatial analysis. Sure, doing simple mapping in it and ArcGIS is a blast, but executing complex, reproducible joins and measurements can be a real drag. Taking a more scripted approach is way less of a buzzkill, especially when you need to revisit your earlier work or share with others.

Whether you choose R or Python, follow along from mapping basics to more complex techniques that will make your next geospatial analysis a walk in the park. Cut loose, write some replicable code and have fun with shapes!

Preregistration is required and seating is limited. To get the most out of this session, you should have a working knowledge of both GIS/mapping techniques and some experience with either Python or R. Laptops will be provided.",Pre-registration - Hands-on,2025-03-08T15:00:00Z,2025-03-08T18:30:00Z,210,3h 30m,40,https://www.ire.org/product/nicar25-fun-with-shapes-scripted-mapping-in-r-or-python/,Intermediate,Saturday,No,"Allie Kanik - Houston Chronicle / San Antonio Express-News, Ryan Little - The Baltimore Banner, Cam Rodriguez - The New York Times","St. Croix I, sixth floor",https://schedules.ire.org/nicar-2025/index.html#2009,
1147,How to investigate special-interest influence on your Congressional delegation,"Two decades after an embarrassing ethics scandal forced the U.S. Congress to revamp its disclosure requirements for members accepting private trips from special interest groups, those organizations have blown a hole through those rules. An investigation by veteran IRE members and their student teams at The Howard Center for Investigative Journalism at the University of Maryland and Boston University reveals, for the first time, how special interests paying for House members and their staff to travel around the world are skirting requirements limiting the access lobbyists involved in the trips have to House members.  The reporters examined 17,000 trips since 2012, also showing how 24 House members turned scores of trips into “influence peddling vacations” for themselves and their relatives. The team’s work led to a series of national investigative stories published in September 2024 with more on deck this year. You will leave this session ready to mine congressional private travel records and deeply probe special interest influence on House members in your state.",Panel,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,,Saturday,Yes,"Maggie Mulvihill - Boston University, Derek Willis - University of Maryland","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1147,
1097,Learn visualization packages in RStudio to make a variety of charts,"R is a powerful tool; it can analyze data and visualize the data to present. This R class will introduce useful R packages for journalists using R to make different charts for their stories. In this session, you will learn how to adjust and beautify charts by coding them in R. This session is great for those with some experience using R and an interest in designing charts.
Laptops will be provided.",Hands-on,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,Intermediate,Saturday,No,Jovi Dai - San Jose Mercury News & East Bay Times,"Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1097,
1106,Networking for international journalists,"Do you dread checking the box on job applications that ask if you will need visa sponsorship now or in the future? Does navigating the American immigration system seem like an insurmountable task? It's hard to break into the field in general, but even harder as an international student or journalist trying to land a long-term job in the US. This session can be a space to share experiences, offer some tips, ask questions, find support, or just have a dedicated space to vent and connect.",Networking,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,,Saturday,No,"Jasmine Han - Informa TechTarget (Industry Dive), Paroma Soni - Politico","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1106,
1022,Quantifying history,"New tools allow us not just to quantify what is happening in the world today, but also to find new revelations in historical collections that previously have been inaccessible.  This panel will talk about their projects to tell previously ignored stories and give you tips and resources for doing your own work.",Panel,2025-03-08T15:00:00Z,2025-03-08T16:00:00Z,60,1h,,,,Saturday,Yes,"Michael Corey - Mapping Prejudice, University of Minnesota Libraries, Alexia Fernandez Campbell - Bloomberg Industry Group, Jennifer LaFleur - UC Berkeley, Joyce Lee - The Washington Post, Pratheek Rebala - ProPublica, Andrew Ba Tran - The Washington Post","Grand Portage Ballroom 3, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1022,
1194,Airtable: Building better and easier-to-use databases,"Airtable is a spreadsheet and database software with useful features to view, sort, group, and link records between tables. You'll see a few examples of how Airtable has been useful for the instructor's reporting (and why she almost never use Excel anymore!) and walk through a hands-on example.

This session is good for: Anyone who has been frustrated at making multiple versions of the same spreadsheet, creating extra columns (or filters) and then repeatedly hiding and unhiding them, or jumping between multiple spreadsheets to bring together different information about the same record. Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,Beginner,Saturday,No,Amy Fan - Independent journalist,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1194,
1072,Climate change has changed natural disasters; we must change how we prepare,"Wildfires and hurricanes. Excessive heat and bitter cold. Extreme weather events have become stronger, more prevalent, and more unpredictable thanks to human-caused climate change.
 
While these events provide an opportunity to capture an audience's attention and explain the connection between extreme weather and climate change it isn’t always apparent how we can — whether we should — do that.

This moderated panel will combine firsthand insights from those covering extreme weather events with breaking news threat modeling to develop a framework for the age of human-caused climate change that emphasizes the ""So What"" and ""Here's Why This Matters"" of the unfolding story.",Panel,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,,Saturday,Yes,"Adiel Kaplan - Columbia Journalism School, Chris Keller - The Associated Press, Teghan Simonton - Tampa Bay Times, M.K. Wildeman - Associated Press","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1072,
1034,Customizing ggplot for yourself or your organization,"Imagine a version of ggplot customized to your organization’s style guidelines, in which you no longer have to write the same theme styling or geom_text layers every time you make a new chart. We’ve done that at Pew Research Center by writing our own graphics package made up of functions that modify, combine and extend existing ggplot functions (wrappers), and we want to share what we learned! We’ll demonstrate how to write these types of functions and give examples of the situations in which they’re particularly useful. At a minimum, attendees would leave the session knowing how to get much closer to publication-ready graphics without leaving R in far fewer lines of code. For those who may want to go beyond streamlining their personal ggplot use, we’ll also go over why (or why not) a custom R graphics package could be the right solution for their organizations — and how to start building one if it is.
This session is good for: intermediate R users familiar with ggplot.
Laptops will be provided.",Hands-on,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,Intermediate,Saturday,No,"Athena Chapekis - Pew Research Center, Kaitlyn Radde - Pew Research Center","Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1034,
1110,Everything you need to know about political dark money,"Dark money played a major role in the 2024 elections, and in the months ahead, it will continue to shape the legislative landscape in Washington and all across the country. This panel will provide an overview of what you need to know to uncover dark money activity and try to find out who is behind it. Learn how to follow the money trails with tools and techniques to track secretive groups, piece together opaque spending networks, and uncover donors through political ad records, corporate records, and campaign finance data as well as filings with the Internal Revenue Service, Department of Labor, Congress, and more.",Panel,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,,Saturday,Yes,"Michael Beckel - Issue One, Robert Maguire - Citizens for Responsibility and Ethics in Washington (CREW), Shanna Ports - Campaign Legal Center, Albert Serna - LACIJ/Investigate LA","Grand Portage Ballroom 2, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1110,
1006,Networking: Women in data,"In this session, women, trans and non-binary folks in data journalism and investigative reporting will discuss the unique challenges they face, including the nuances of working in the field, issues of imposter syndrome and how to be our own advocates. Participants will have a safe space to ask questions, share experiences and network with one another.",Networking,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,,Saturday,Yes,Khushboo Rathaore - Wisconsin Watch,"Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1006,
2003,Visualizing data with large language models,"Let's make charts with language models! In this session, we'll have a hands-on demonstration of ways to use LLM chatbots like ChatGPT to build charts, graphs, tables and other kinds of data visualizations including interactive graphics. The session leaders will demonstrate a few ways that they have done it for production graphics, and then attendees will build their own! At the end, we'll have a short demo where everyone can share what they have built. We will also collect the charts that everyone makes alongside the initial prompts they used and a transcript of their conversation, which we will put together as an artifact that folks can reference after the session.

This session is good for all levels of experience. Laptops will be provided.",Hands-on,2025-03-08T16:15:00Z,2025-03-08T17:15:00Z,60,1h,,,Advanced,Saturday,No,"Dhrumil Mehta - Columbia University, Aarushi Sahejpal - American University","Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#2003,
1109,Workshop your public records request,"Never filed a public records request yet? No worries! Bring your request ideas and get help from public records experts as you file your first request. At the end of the session, you’ll have a submitted a public records request to the agency of your choice and leave with tips that can help you file even more requests.",Commons,2025-03-08T16:15:00Z,2025-03-08T18:30:00Z,135,2h 15m,,,,Saturday,No,"Dillon Bergin - MuckRock, Kelly Kauffman - MuckRock, Gunita Singh - Reporters Committee for Freedom of the Press, Matt Topic - Loevy + Loevy","Minnesota, sixth floor",https://schedules.ire.org/nicar-2025/index.html#1109,
1133,Covering transportation with data and docs,"From highways to railways to runways, transportation issues impact safety, the supply chain, interntional trade, and so much more. Come to this session to learn where to find important data and docs and how to use them to cover this sprawling topic, especially after high-profile incidents.",Panel,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Beginner,Saturday,Yes,"Paul Overberg - The Wall Street Journal, Wesley Ratko - San Antonio Express-News, K. Sophie Will - Bloomberg Law, Government, and Tax","Grand Portage Ballroom 4, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1133,
1070,Cutting-edge web scraping techniques,"Interested in new and effective advanced web scraping techniques? Join this session to learn about:

- Video scraping: a new technique where you take a screen capture video and feed it into Google's Gemini 1.5 models to turn it into structured data. 

- Using image models such as Gemini, GPT-4o and Claude 3.5 Sonnet are also extremely effective. It's possible to extract structured data from images, or poorly structured PDF files

- Other modern scraping techniques using libraries like Playwright - a modern alternative to Selenium - for browser automation. Browser automation becomes a lot less complicated if you combine it with video or image analysis models.
This session is good for: journalists with some web scraping experience. Attendees will need to bring their own laptop (no tablets).",Hands-on,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Advanced,Saturday,No,Simon Willison - Datasette,"Gray's Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1070,
1067,From code to charts: Create DataWrapper graphics straight from R,"Supercharge your visualization workflow by using the DataWrapper API to create powerful graphics directly from R. Clean, analyze and visualize data without exporting or switching between applications. Build charts and maps, create templates, automate production tasks and produce dozens (or hundreds) of charts with just a few lines of code. 

This session is good for journalists with some knowledge of DataWrapper and R.",Hands-on,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Intermediate,Saturday,No,"Adam Marton - Philip Merrill College of Journalism, University of Maryland","Crystal Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1067,
2012,Google Sheets 1: Getting started with spreadsheets (repeat),"In this introduction to spreadsheets, you'll begin analyzing data with Google Sheets, a simple but powerful tool. You'll learn how to enter data, navigate spreadsheets and conduct simple calculations like sum, average and median. 

This session is good for: Data beginners. Attendees will need to bring their own laptop (no tablets) for the training and will need a free Google account to participate.",Hands-on,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Beginner,Saturday,No,Karina Kumar - University of Texas at Austin,"Cedar Lake, fourth floor",https://schedules.ire.org/nicar-2025/index.html#2012,
1131,Lessons learned from inclusive collaborations to inform Global Majority-led cross-border investigations,Many cross-border investigations are led by a Global Minority media partner who are incentivized to prioritize Global Minority editorial objectives and audiences. How could we apply DEI practices that have been pioneered in collaborative community reporting projects to design more equitable international collaborations?,Panel,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,,Saturday,Yes,"Eva Constantaras - Lighthouse Reports, Mónica Cordero Sancho - Investigate Midwest, William Lager - The Marshall Project, Bianca  Muniz - Agência Pública de Jornalismo Investigativo, Jack Sapoch - Lighthouse Reports","Grand Portage Ballroom 1, fourth floor",https://schedules.ire.org/nicar-2025/index.html#1131,
1059,Spatial analysis using geographical Census data,"How to find more about your community with spatial analysis: This session will touch on how reporters can aggregate Census data using spatial analysis.

This session is good for journalists with some Python experience.
Laptops will be provided.",Hands-on,2025-03-08T17:30:00Z,2025-03-08T18:30:00Z,60,1h,,,Intermediate,Saturday,No,"Michael Corey - Mapping Prejudice, University of Minnesota Libraries, Sandhya Kambhampati - Los Angeles Times","Lafayette Bay, eighth floor",https://schedules.ire.org/nicar-2025/index.html#1059,
